event_name,block_number,txhash,log_index,timestamp,id,proposer,targets,values,signatures,calldatas,startBlock,endBlock,description,voter,proposalId,support,votes,reason,eta,oldVotingDelay,newVotingDelay,oldVotingPeriod,newVotingPeriod,oldImplementation,newImplementation,oldProposalThreshold,newProposalThreshold,oldPendingAdmin,newPendingAdmin,oldAdmin,newAdmin,contract_address
VoteCast,12239517,0x6975bc99d8aa73ed2a8753b0e559db6656b930eb160a032f58ef3e31f45adc6e,296,2021-04-14T17:20:23,,,,,,,,,,0xCf01547b6a3a41C459985EBA6874FEeaE0e3Fe8D,43.0,1.0,0,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12239587,0x22bb5f4040af4a27c48d888eea0a3c940b177a1b991d6e1959e42f6a52170fe6,158,2021-04-14T17:37:41,,,,,,,,,,0xE838Ee3bb8F3D92B485c00CAFB85EDe787aBB11D,43.0,1.0,1000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12239631,0x2f08bb3c68a309ee863263fcd008c6659649d88fe04738cf9b100ad7cfe9c035,189,2021-04-14T17:46:34,,,,,,,,,,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,43.0,1.0,105129900685182705873742,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12239976,0xb292fac52437cd5b7f039a3df114b7c46492e5f29140e60ae267cc11f76d4f0c,199,2021-04-14T19:03:41,,,,,,,,,,0x54A37d93E57c5DA659F508069Cf65A381b61E189,43.0,1.0,100085141161342079381082,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12240081,0xe7bc3cc23582e7e9e1142dff73f13fd5004e0581bca4e587965c9db4cf2163e2,1,2021-04-14T19:29:31,,,,,,,,,,0xeD409c9fF60f3020abF9012bcd45Fc294f5608fF,43.0,1.0,325755503477635020313562,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12240452,0xfeae03b8ac9e353a66ea80a082d5fbc5deaa92d00b1b00a303a3ca15161806b8,154,2021-04-14T20:52:12,,,,,,,,,,0xB37cE28684b4ff912D53694144d73327143230fF,43.0,1.0,1000000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12240687,0xd4b2b2a80a073ee63555f1cb4b728f5bb6b943863875f33f2f37deaaa15ee9da,162,2021-04-14T21:45:16,,,,,,,,,,0xFb30ED9bDF5386cC347d5a9E3fE237705AE6EA3f,43.0,1.0,1266494367141819494,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12240765,0xc36de6f5e913ad68cc8e31a7a2261b8b0cb61ef53041f7988cd0ebed4ca057b3,123,2021-04-14T21:59:45,,,,,,,,,,0x5b97680e165B4DbF5C45f4ff4241e85F418c66C2,43.0,1.0,10006647411187535680532,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12241299,0xcb06514fe6639811df7aecf7297a6525d453d67b482aad1bd21d146caf8fd357,172,2021-04-14T23:56:39,,,,,,,,,,0x7C59A6ac0edEA2375618eF4CB5B1A1E97f8eCb90,43.0,1.0,0,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12241699,0xfa05c47b09b7ac8fab224f6cb484873a5d7041eacc2de5796a2ef8334fde414e,195,2021-04-15T01:33:13,,,,,,,,,,0x2B384212EDc04Ae8bB41738D05BA20E33277bf33,43.0,1.0,7741090410116196943631,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12241699,0xfa05c47b09b7ac8fab224f6cb484873a5d7041eacc2de5796a2ef8334fde414e,196,2021-04-15T01:33:13,,,,,,,,,,0x44C69653fA05B0e7c12488a4441B9368Da43AaBD,43.0,1.0,250000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12241699,0xfa05c47b09b7ac8fab224f6cb484873a5d7041eacc2de5796a2ef8334fde414e,197,2021-04-15T01:33:13,,,,,,,,,,0xD4ADc2df545932623B103913D761E02fad0cED1C,43.0,1.0,53174560000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12241699,0xfa05c47b09b7ac8fab224f6cb484873a5d7041eacc2de5796a2ef8334fde414e,198,2021-04-15T01:33:13,,,,,,,,,,0x582cD2fB9b6f228ACF4EDf8f6C608DDACe41d468,43.0,1.0,6563590000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12241699,0xfa05c47b09b7ac8fab224f6cb484873a5d7041eacc2de5796a2ef8334fde414e,199,2021-04-15T01:33:13,,,,,,,,,,0xA5dcEc366b04a127d0F4eFeE183346F25434d648,43.0,1.0,3254530000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12241699,0xfa05c47b09b7ac8fab224f6cb484873a5d7041eacc2de5796a2ef8334fde414e,200,2021-04-15T01:33:13,,,,,,,,,,0xfc04833Ca66b7D6B4F540d4C2544228f64a25ac2,43.0,1.0,2314330000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12241699,0xfa05c47b09b7ac8fab224f6cb484873a5d7041eacc2de5796a2ef8334fde414e,201,2021-04-15T01:33:13,,,,,,,,,,0xa0dc2f2f6fD98D9C7254f929DB233F149741c432,43.0,1.0,7865130000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12241699,0xfa05c47b09b7ac8fab224f6cb484873a5d7041eacc2de5796a2ef8334fde414e,202,2021-04-15T01:33:13,,,,,,,,,,0x7F89077b122aFaaF6AB50AA12E9CB46bB9a058c4,43.0,1.0,12018207775730000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12241699,0xfa05c47b09b7ac8fab224f6cb484873a5d7041eacc2de5796a2ef8334fde414e,203,2021-04-15T01:33:13,,,,,,,,,,0x8313722178211283cF5b2E9a07987fF26574B37d,43.0,1.0,80000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12241898,0x71c0bab3e474bc709b78c492b793891c25eb9705b1c7c3822853e6fde8a203fe,99,2021-04-15T02:17:21,,,,,,,,,,0x7e4A8391C728fEd9069B2962699AB416628B19Fa,43.0,1.0,50022732796967145094800,It's a rational improvement to safety and voter agency!,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12242038,0xfdb281b1265568ec89f8cc9aefb16420eeb6fe2c57b16d4d09af1e0b85331db7,129,2021-04-15T02:47:35,,,,,,,,,,0x7d96A6f41fd31C7624f7069415BE58b5e3576D34,43.0,1.0,220183970326794873272,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12242924,0x8a5e310a7d2c9549d7e1cee0f146c21d6af75adefb6fb5f2354d71b0aa990c3d,424,2021-04-15T06:03:33,,,,,,,,,,0x3B24Dde8eF6B02438490117985D9Cfa2EdCcf746,43.0,1.0,66959400000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12242933,0x4306a84099b884b1fb66462de7f4a3e25242934800f65ff776c511b36879bf4f,293,2021-04-15T06:05:55,,,,,,,,,,0xF33dc87D01C7a1fA2EC09EE5FD94250a9D919E58,43.0,1.0,52000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12242933,0xc7920ab84b99fdf5ecd5dc42fe2f05f5632b9f62567fc9240cebedf77ee7b3db,301,2021-04-15T06:05:55,,,,,,,,,,0xe00e7d9fFcCf63EdDDB0c8f16E132C1756229487,43.0,1.0,53000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12243036,0x46dc1168f1341cb42e4671d04766c2c609e158d0bee5fbac1684418ee17f9f2a,241,2021-04-15T06:31:14,,,,,,,,,,0x8c80c1FE10912398Bf0FE68A25839DefCaef588e,43.0,1.0,87585976517417430,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12243036,0xd8960717e6e931ab066185f7048a0e2f3421e98dee18b5567435d4ad82adb8b1,244,2021-04-15T06:31:14,,,,,,,,,,0x63DaE0946A44eeeAD00C8B30ec206Fda63F7DFE1,43.0,1.0,50000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12243036,0xe481a8b7e4b50349f919f180fa2311f774a820680dbcf3e287b71480fe93a8f6,245,2021-04-15T06:31:14,,,,,,,,,,0x27De0fA057415F722365E64a7005d80cb2f3bE1f,43.0,1.0,29000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12243036,0xe960c22f52a5b9dee4f7eb0c956359e6692071549a023cde39b917971cd53e83,246,2021-04-15T06:31:14,,,,,,,,,,0x7D4E5ee8ab737aB69ba56Bb329E456C715af6786,43.0,1.0,36250000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12243036,0x486d4806c4464c698f92c1f31f3baf5c16c4b6bd4146d300e1e3c0ae8f6db348,247,2021-04-15T06:31:14,,,,,,,,,,0x711d5f5eBD6AdC28BD87f0256d9C154A6218c12f,43.0,1.0,20000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12243036,0x25e53be4bbfffb3b5b5d62d0c864ca0d51508cefe5f32edff2c7e9c8fc572329,248,2021-04-15T06:31:14,,,,,,,,,,0x9340494e3e86694fA8e387f6a12fdFc993Dce58F,43.0,1.0,15000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12243037,0x913c4438493a9769f8c10c6ec0881ddc4e16c9aed9535342fd6f70ef5de54a9c,268,2021-04-15T06:31:23,,,,,,,,,,0xF01B0ddebd3C22125ac691489A856d7e562bA534,43.0,1.0,32000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12243042,0xd4dd3b7ca732b5e7dafd264c32f5afda5c0cdce3a5ae1814f232e0f8ed272b5d,64,2021-04-15T06:32:01,,,,,,,,,,0x42aDD773B02585dbAF024Db751d8944618aDa20A,43.0,1.0,30000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244447,0xd8de74dfcc46ca8971169e086bc97a7fc9744cb74712b78ded2eab3323488808,262,2021-04-15T11:42:21,,,,,,,,,,0xF4880975728EE25A96C701c225c9EF58Eebe5a5b,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244494,0xafd211f6b82688804e4fb64329e44352c0683c282017998b5e41b982f997f55b,267,2021-04-15T11:54:08,,,,,,,,,,0x2FC7183e5D063dc9E22BDAEE8953B69C079EE3d5,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244494,0xfe6b411289f4cda868ee95ded660d84df8956b9c330a013637d001ac5992ea78,282,2021-04-15T11:54:08,,,,,,,,,,0x66f25ccE511310D940FD84b0850c41c5C706d015,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244495,0x7aba7b96fb439cbc5ae3a2887cab25b42b1e4f6985a8001d76bd76ec288f0400,193,2021-04-15T11:54:21,,,,,,,,,,0xa68523Cd544e9c6c565b812edFEd7f71b9ee69E3,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244498,0x1e13cd9da6930875916e63d39dba2a08eb1e4fc0afb4e4f7d98a93ae9b58d7ad,133,2021-04-15T11:55:37,,,,,,,,,,0xE25A41970e1BFed9a4B006feE226E4d9cbAc4336,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244506,0xa66709cac18d96a3fcd81c841cfbfe24d7e8d5d8297da9f627989266014a6d2a,196,2021-04-15T11:57:24,,,,,,,,,,0x2057D8B518dF2136C06E4C14E3130651a8646A10,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244506,0xfd0218bc0350ed86e32abe620feba00c4b99062d76819ce489f4b67cbc15e005,233,2021-04-15T11:57:24,,,,,,,,,,0x660Afd8f79F90206FF159383E2bEF797454b6243,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244508,0x0a3d87b568b7e4664fb1e960726b8a291aa13bd8f333b09bccfe07501c312b1a,174,2021-04-15T11:57:33,,,,,,,,,,0x1DD5FE539f4704DC7F2BC0D28C1A78f8F2Ee5c88,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244510,0x66a72fb0ba729ecfcbee8cce547b7fc2fa446cc7bf7fc265bc8cc3193302da61,233,2021-04-15T11:57:59,,,,,,,,,,0x61ed9aaD5c21D55f98A03dEA7e116877c3EE59CD,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244512,0xa23c566a41c191580b030ce6b95f4433554b414a8801fc129880f33170628d91,279,2021-04-15T11:58:09,,,,,,,,,,0x98BE2a900535A5E177bd2c162033bf7dd6172D20,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244513,0x60ea920d10cf61bb095a5b4b64418785e5ab30c4075890fdf8c8130d999303a8,321,2021-04-15T11:58:23,,,,,,,,,,0x0b5908F463E955AD7817921972c7a531ccEEa054,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244513,0x33125622e00a8132b732a928a3970276882be4d753153aed0d4a948d0a863d7a,323,2021-04-15T11:58:23,,,,,,,,,,0x3936A45E2ACd7D390CBc61Fc1761646DCf71b1ae,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244514,0x63499f360b000ecfe08802a8916213ec74698934c99423d0cfcc9c3447f13599,71,2021-04-15T11:58:42,,,,,,,,,,0x30086306Afc449739Fd7e320600715CE132c360d,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244518,0x77fcd8319a258fb22bcb29c4b33afd3fca18e7b194ee0043c420aae5e7e56ad2,71,2021-04-15T12:00:35,,,,,,,,,,0x5AA393Ce806c1e2Da294609D55C67F3DC22a4e4A,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244519,0x3256bc2c27f5e1c4c7eeb4b1e93a6cd073ceeb145a5bfcea1800265a91de057f,310,2021-04-15T12:00:47,,,,,,,,,,0xaC3690C75eb7CfeD19403fc30920E1bF10339b0c,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244522,0x502decd9e90f69c19a405b20ee03d21b74060420c158b87f49d3ed73a5d33530,125,2021-04-15T12:00:58,,,,,,,,,,0x5D8BCf3534aABc8f542508F3B2739a1C8EcDf860,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244522,0x4d9fddc46f1243f0756521822568d02e84bca2c870c752da55f10c110bff0c0f,135,2021-04-15T12:00:58,,,,,,,,,,0x8aa79e6fc0D409FefF8E879a6b9Da5c5566e43C8,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244523,0xc95685d6cb6c77f95960bfbb06ec193a7a6344ca0aee43ff36ba6c4814f565cb,316,2021-04-15T12:01:18,,,,,,,,,,0xC9028120cc1d16884Fa211840305cB265138618F,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244524,0xae3987652c5db54b24e84e747a72caa82e43652997292aac067675231d82e316,124,2021-04-15T12:01:24,,,,,,,,,,0x002479a9350070Cd97261BCcf03156A21f0C471F,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244524,0x6da7c97400bbcaab0e5ed739438f38440d94b5b91a3ac1754805108b422f949b,274,2021-04-15T12:01:24,,,,,,,,,,0xE84953B1AF0F8DfA0fEC7696176CD2704c1d3Eb5,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244525,0x16a8a71d04b3a5cb5f6f7234809713678ee0deba665f9a5d9dd2fc4021905731,222,2021-04-15T12:01:41,,,,,,,,,,0x8c64a62bf9F68fb65146D0E8A428c2a3B386A3F9,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244525,0x7048d5c860ab7fcac8fca181d260b4eb91ac6079e712aa6fbf9d91100d33b776,281,2021-04-15T12:01:41,,,,,,,,,,0x9cC112862f542264cC5ACCaE4273876CDAc6de15,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244526,0x9bc456bae0e775ff51c32b968c7d4a16d16fef91e96ebb6cb8818fe55e08fc06,289,2021-04-15T12:01:55,,,,,,,,,,0x2078217FDCB16441715E3EbdeF0278e2Dc739BAA,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244527,0x69fdbe8bf973d769f1c5c86cda6d1f996fff5a14214e5dc87cc6d726962f196c,307,2021-04-15T12:02:07,,,,,,,,,,0xE6a1edB6B3C2Fb5bF084077e8a489A2aEac7aa2F,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244531,0xaa056f7a68afc442db1e7f03d49114e5d44ad81c9c636d3be5f3b3c8aae09cc1,201,2021-04-15T12:02:44,,,,,,,,,,0x9053d1dd614f3B1d3a1789ab7B6900d39Eede97f,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244531,0xf4ca61f215c4dabea56f6d7f890bc553d2221ca5a9983b31711e95830774658d,202,2021-04-15T12:02:44,,,,,,,,,,0x5d27dE3888CA09bd0C9A67024d32DbE519e6e5C1,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244531,0x60f7fa1183b8ede14af193e4f22bf6560dab583d6fe60b05092da999cad55774,205,2021-04-15T12:02:44,,,,,,,,,,0xC7f10874d03A7172a390644751a41984E79e8abB,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244534,0xa7d1e10fe9228084b533658c7fe399e49726f7b510811a4b84bbb87d890de853,73,2021-04-15T12:03:17,,,,,,,,,,0xD1fd2FD882E29aEc0F5982022f9F3814DDaBBE72,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244535,0x15c58fcb3e165e4e956f4b539afaa76806b545fbc35eab4874887f4b69452620,318,2021-04-15T12:03:21,,,,,,,,,,0x43D3ED59eEe66c9A23aF3e4dc994ECace14a1B42,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244540,0xea5722f694126c071a576191b9ee13cf98f4608938fa271460688aa52f6789d7,114,2021-04-15T12:05:22,,,,,,,,,,0xd56002376743834b15FB7941C181259Fd7d2de9A,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244599,0x73da25a95409568365886276824accfdc9a7bdc8bb9f48369115984b5a6fb437,176,2021-04-15T12:19:11,,,,,,,,,,0x2Cab3506aD7Cee6FE29f3A4695f69488BAaD98ec,43.0,1.0,589033660000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244599,0xe279c0431bd1cc012a6fdc084d0a15b5e0878ef002233cf008e0f98add6dd82f,177,2021-04-15T12:19:11,,,,,,,,,,0xDce054fa9EaE18fb30e35bfe233ABc9B18114615,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244599,0x7b3be1a5ff21d6a297028e5e2ba6d0f86514959a162846f0ca50c08d0cf3b74c,179,2021-04-15T12:19:11,,,,,,,,,,0xebD489053Bbd9eab38e2EE03d6877C69fC92793B,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244599,0xf659499d1c1645e72adfec491dd66387980a4f001bff5f5a30263ae627e970c5,180,2021-04-15T12:19:11,,,,,,,,,,0xa021eE049726b5040d28E5960dD8852497fCDB78,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
VoteCast,12244599,0x1caaa78402125a07a11ed45569eb78ec8812e7ff7c2a54a0d683342b1dd0c682,181,2021-04-15T12:19:11,,,,,,,,,,0xcD4187cb8Ff7bCFBeF99CF6507a77797adA83dfD,43.0,1.0,25000000000000000,,,,,,,,,,,,,,,0xc0Da02939E1441F497fd74F78cE7Decb17B66529
