proposalId,voter,nondatabase_ens_name,sybil_name,compound_api_name,database_ens_name
23.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
24.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
24.0,0xDB9F80F513A3bd5Ae7408484E679A1d86Eee1580,,,,[]
24.0,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,,,Robert Leshner,[]
24.0,0x7e4A8391C728fEd9069B2962699AB416628B19Fa,,Dharma_HQ,Dharma,['dharma-staging.eth']
25.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
25.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
25.0,0x7e4A8391C728fEd9069B2962699AB416628B19Fa,,Dharma_HQ,Dharma,['dharma-staging.eth']
26.0,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,,,Robert Leshner,[]
26.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
26.0,0xE5A52921901C58971ba60725651Dc28bdE98BEB9,,,ParaFi Capital,[]
27.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
27.0,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,,,Robert Leshner,[]
27.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
28.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
28.0,0x14Ee59975F7EE3A6aB8e9Bc81a7E634fa66285B4,,,,[]
28.0,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,,,Robert Leshner,[]
29.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
29.0,0x7e4A8391C728fEd9069B2962699AB416628B19Fa,,Dharma_HQ,Dharma,['dharma-staging.eth']
29.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
30.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
30.0,0xeD409c9fF60f3020abF9012bcd45Fc294f5608fF,,,Polychain Capital,[]
31.0,0xeD409c9fF60f3020abF9012bcd45Fc294f5608fF,,,Polychain Capital,[]
31.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
32.0,0xeD409c9fF60f3020abF9012bcd45Fc294f5608fF,,,Polychain Capital,[]
32.0,0x2f04664B18FB9b6D49124FcC876B52A4ba797718,,,,[]
32.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
33.0,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,,,Robert Leshner,[]
33.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
33.0,0x7e4A8391C728fEd9069B2962699AB416628B19Fa,,Dharma_HQ,Dharma,['dharma-staging.eth']
34.0,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,,,Robert Leshner,[]
34.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
34.0,0x7e4A8391C728fEd9069B2962699AB416628B19Fa,,Dharma_HQ,Dharma,['dharma-staging.eth']
35.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
35.0,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,,,Robert Leshner,[]
35.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
36.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
36.0,0x05C55b58B044342e89C343D2d6D53C08d26500Bb,,,,[]
36.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
37.0,0xeD409c9fF60f3020abF9012bcd45Fc294f5608fF,,,Polychain Capital,[]
37.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
37.0,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,,,Robert Leshner,[]
38.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
38.0,0x458cEec48586a85fCFEb4A179706656eE321730E,,,Blockchain at Berkeley,[]
39.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
39.0,0xeD409c9fF60f3020abF9012bcd45Fc294f5608fF,,,Polychain Capital,[]
39.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
40.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
40.0,0xeD409c9fF60f3020abF9012bcd45Fc294f5608fF,,,Polychain Capital,[]
40.0,0x61258f12C459984F32b83C86A6Cc10aa339396dE,,,Bain Capital Ventures,[]
41.0,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,,,Robert Leshner,[]
41.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
41.0,0x9B68c14e936104e9a7a24c712BEecdc220002984,getty.gfxlabs.eth,getty_hill,Getty Hill,"['compoundapp.eth', 'compoundprotocol.eth', 'usdi.eth', 'gettyhill.eth', 'etherlands.eth']"
42.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
42.0,0xeD409c9fF60f3020abF9012bcd45Fc294f5608fF,,,Polychain Capital,[]
42.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
43.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
43.0,0xeD409c9fF60f3020abF9012bcd45Fc294f5608fF,,,Polychain Capital,[]
43.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
44.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
44.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
45.0,0xeD409c9fF60f3020abF9012bcd45Fc294f5608fF,,,Polychain Capital,[]
45.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
45.0,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,,,Robert Leshner,[]
46.0,0xeD409c9fF60f3020abF9012bcd45Fc294f5608fF,,,Polychain Capital,[]
46.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
46.0,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,,,Robert Leshner,[]
47.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
47.0,0x4ca7B33AED8B13faAbB97724DdB3108500a3801e,,,,[]
49.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
49.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
49.0,0xAC5720d6EE2d7872b88914C9c5Fa9BF38e72FaF6,,,Robert Leshner,[]
50.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
50.0,0xb8337bfd5EB6E837d641D6b51c07D7Db94Bf5fec,,,Polychain Capital,[]
50.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
50.0,0x8169522c2C57883E8EF80C498aAB7820dA539806,,,Geoffrey Hayes,[]
51.0,0xd5447A7aa223268398CF7c38c2c580622CC98772,,,Polychain Capital,[]
51.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
51.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
52.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
52.0,0xd5447A7aa223268398CF7c38c2c580622CC98772,,,Polychain Capital,[]
52.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
53.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
53.0,0xd5447A7aa223268398CF7c38c2c580622CC98772,,,Polychain Capital,[]
53.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
54.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
54.0,0xd5447A7aa223268398CF7c38c2c580622CC98772,,,Polychain Capital,[]
54.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
56.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
56.0,0xd5447A7aa223268398CF7c38c2c580622CC98772,,,Polychain Capital,[]
56.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
56.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
57.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
57.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
57.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
57.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
58.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
58.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
58.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
59.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
59.0,0xd5447A7aa223268398CF7c38c2c580622CC98772,,,Polychain Capital,[]
59.0,0x61258f12C459984F32b83C86A6Cc10aa339396dE,,,Bain Capital Ventures,[]
59.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
60.0,0xd5447A7aa223268398CF7c38c2c580622CC98772,,,Polychain Capital,[]
60.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
60.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
60.0,0x8169522c2C57883E8EF80C498aAB7820dA539806,,,Geoffrey Hayes,[]
61.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
61.0,0xd5447A7aa223268398CF7c38c2c580622CC98772,,,Polychain Capital,[]
61.0,0x61258f12C459984F32b83C86A6Cc10aa339396dE,,,Bain Capital Ventures,[]
62.0,0xd5447A7aa223268398CF7c38c2c580622CC98772,,,Polychain Capital,[]
62.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
63.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
63.0,0xd5447A7aa223268398CF7c38c2c580622CC98772,,,Polychain Capital,[]
64.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
64.0,0x6626593C237f530D15aE9980A95ef938Ac15c35c,,gauntletnetwork,Gauntlet,['gauntletnetworks.eth']
64.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
65.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
66.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
66.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
66.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
67.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
67.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
67.0,0x8d07D225a769b7Af3A923481E1FdF49180e6A265,monetsupply.eth,MonetSupply,MonetSupply,"['cryptocriticscorner.eth', 'proxydao.eth', 'xyk.eth', 'uwblockchain.eth', 'riskmgmt.eth', 'pastaio.eth', 'theclearinghouse.eth', 'riskdao.eth', 'blockanalitica.eth', 'cryptocriticpod.eth', 'acats.eth', 'nacha.eth', 'hyphy.eth', 'monetsupply.eth', 'mrcarmack.eth', 'basepool.eth', 'pastadao.eth', 'nattywine.eth', 'caspiancey.eth', 'alwayshasbeen.eth', 'grindset.eth', 'proxyadvisor.eth', 'rektboi.eth']"
67.0,0x9B68c14e936104e9a7a24c712BEecdc220002984,getty.gfxlabs.eth,getty_hill,Getty Hill,"['compoundapp.eth', 'compoundprotocol.eth', 'usdi.eth', 'gettyhill.eth', 'etherlands.eth']"
68.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
68.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
68.0,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[]
69.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
69.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
69.0,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[]
70.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
70.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
71.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
71.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
72.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
72.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
73.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
73.0,0x8169522c2C57883E8EF80C498aAB7820dA539806,,,Geoffrey Hayes,[]
74.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
74.0,0x8169522c2C57883E8EF80C498aAB7820dA539806,,,Geoffrey Hayes,[]
74.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
76.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
76.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
76.0,0x61258f12C459984F32b83C86A6Cc10aa339396dE,,,Bain Capital Ventures,[]
75.0,0xA5dcEc366b04a127d0F4eFeE183346F25434d648,,,,[]
77.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
78.0,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[]
79.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
80.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
81.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
82.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
82.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
83.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
83.0,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[]
84.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
84.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
84.0,0xa6e8772af29b29B9202a073f8E36f447689BEef6,gfxlabs.eth,,GFX Labs,['gfxlabs.eth']
84.0,0x8d07D225a769b7Af3A923481E1FdF49180e6A265,monetsupply.eth,MonetSupply,MonetSupply,"['cryptocriticscorner.eth', 'proxydao.eth', 'xyk.eth', 'uwblockchain.eth', 'riskmgmt.eth', 'pastaio.eth', 'theclearinghouse.eth', 'riskdao.eth', 'blockanalitica.eth', 'cryptocriticpod.eth', 'acats.eth', 'nacha.eth', 'hyphy.eth', 'monetsupply.eth', 'mrcarmack.eth', 'basepool.eth', 'pastadao.eth', 'nattywine.eth', 'caspiancey.eth', 'alwayshasbeen.eth', 'grindset.eth', 'proxyadvisor.eth', 'rektboi.eth']"
85.0,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[]
85.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
85.0,0x8d07D225a769b7Af3A923481E1FdF49180e6A265,monetsupply.eth,MonetSupply,MonetSupply,"['cryptocriticscorner.eth', 'proxydao.eth', 'xyk.eth', 'uwblockchain.eth', 'riskmgmt.eth', 'pastaio.eth', 'theclearinghouse.eth', 'riskdao.eth', 'blockanalitica.eth', 'cryptocriticpod.eth', 'acats.eth', 'nacha.eth', 'hyphy.eth', 'monetsupply.eth', 'mrcarmack.eth', 'basepool.eth', 'pastadao.eth', 'nattywine.eth', 'caspiancey.eth', 'alwayshasbeen.eth', 'grindset.eth', 'proxyadvisor.eth', 'rektboi.eth']"
85.0,0x47C125DEe6898b6CB2379bCBaFC823Ff3f614770,blockchainatucla.eth,blockchainucla,Blockchain at UCLA,['blockchainatucla.eth']
86.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
87.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
87.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
89.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
89.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
90.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
90.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
90.0,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[]
92.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
92.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
92.0,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[]
92.0,0xa6e8772af29b29B9202a073f8E36f447689BEef6,gfxlabs.eth,,GFX Labs,['gfxlabs.eth']
93.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
93.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
93.0,0x8169522c2C57883E8EF80C498aAB7820dA539806,,,Geoffrey Hayes,[]
95.0,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[]
95.0,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth']
96.0,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[]
